order_id,date,week,month,division,product_line,material,operator_id,machine_id,shift,planned_qty,actual_qty,good_qty,defect_qty,scrap_qty,rework_qty,defect_rate,yield_rate,std_cycle_time_min,actual_cycle_time_min,cycle_time_variance_pct,promised_lead_days,actual_lead_days,on_time_delivery,downtime_minutes,material_cost_per_unit,labor_cost_per_unit,overhead_per_unit,unit_price,total_production_cost,scrap_cost,rework_cost,revenue,gross_margin
ORD-03957,2024-05-19,20,2024-05,Central,Gear Assemblies,Steel 4140,OP-015,MCH-15,Swing,75,63,60,3,1,2,0.0476,0.9524,15.0,13.79,-8.07,3,2,1,0,8.5,8.04,12.06,36.56,1801.8,12.52,12.06,2193.6,0.1786
ORD-02123,2024-05-19,20,2024-05,South,Precision Bearings,Steel 4140,OP-001,MCH-15,Day,200,174,165,9,4,5,0.0517,0.9483,12.5,11.09,-11.28,14,14,1,0,8.5,6.47,9.71,33.21,4294.32,46.94,24.26,5479.65,0.2163
ORD-03191,2024-05-19,20,2024-05,North,Hydraulic Valves,Bronze C932,OP-001,MCH-15,Day,150,127,122,5,2,3,0.0394,0.9606,18.0,19.32,7.33,5,5,1,0,22.0,11.27,16.91,69.54,6372.86,55.27,25.36,8483.88,0.2488
ORD-01528,2024-05-19,20,2024-05,South,Precision Bearings,Steel 4140,OP-005,MCH-06,Day,200,194,185,9,5,4,0.0464,0.9536,12.5,14.28,14.24,10,8,1,0,8.5,8.33,12.5,39.41,5690.02,63.33,24.99,7290.85,0.2196
ORD-00488,2024-05-19,20,2024-05,South,Precision Bearings,Stainless 316,OP-012,MCH-01,Swing,75,64,62,2,0,2,0.0312,0.9688,12.5,12.52,0.16,14,8,1,9,18.5,7.3,10.95,54.61,2352.0,0.0,10.95,3385.82,0.3053
ORD-03341,2024-05-19,20,2024-05,North,Hydraulic Valves,Bronze C932,OP-015,MCH-07,Swing,125,114,109,5,1,4,0.0439,0.9561,18.0,19.1,6.11,3,2,1,0,22.0,11.14,16.71,70.18,5682.9,27.57,33.42,7649.62,0.2571
ORD-01763,2024-05-19,20,2024-05,South,Housing Units,Stainless 316,OP-017,MCH-07,Night,200,149,147,2,1,1,0.0134,0.9866,22.0,22.77,3.5,7,7,1,0,18.5,13.28,19.92,77.02,7703.3,25.14,9.96,11321.94,0.3196
ORD-00347,2024-05-19,20,2024-05,North,Hydraulic Valves,Steel 4140,OP-011,MCH-13,Day,100,95,90,5,1,4,0.0526,0.9474,18.0,18.8,4.44,7,5,1,0,8.5,10.97,16.46,52.53,3413.35,13.98,32.91,4727.7,0.278
ORD-04229,2024-05-19,20,2024-05,North,Gear Assemblies,Aluminum 6061,OP-004,MCH-04,Day,100,95,92,3,0,3,0.0316,0.9684,15.0,16.04,6.93,3,2,1,0,12.0,9.36,14.04,54.24,3363.0,0.0,21.06,4990.08,0.3261
ORD-01133,2024-05-19,20,2024-05,South,Housing Units,Steel 4140,OP-009,MCH-06,Night,75,64,63,1,0,1,0.0156,0.9844,22.0,21.39,-2.77,5,5,1,2,8.5,12.48,18.72,56.25,2540.8,0.0,9.36,3543.75,0.283
ORD-03013,2024-05-19,20,2024-05,Central,Housing Units,Aluminum 6061,OP-002,MCH-15,Swing,200,150,146,4,1,3,0.0267,0.9733,22.0,23.98,9.0,10,10,1,0,12.0,13.99,20.98,68.66,7045.5,19.0,31.48,10024.36,0.2972
ORD-00793,2024-05-20,21,2024-05,North,Hydraulic Valves,Aluminum 6061,OP-017,MCH-04,Swing,100,75,69,6,2,4,0.08,0.92,18.0,18.32,1.78,14,12,1,0,12.0,10.69,16.04,58.86,2904.75,34.69,32.07,4061.34,0.2848
ORD-01663,2024-05-20,21,2024-05,North,Gear Assemblies,Aluminum 6061,OP-009,MCH-04,Night,75,56,53,3,1,2,0.0536,0.9464,15.0,16.65,11.0,14,8,1,0,12.0,9.71,14.57,54.52,2031.68,16.86,14.57,2889.56,0.2969
ORD-04676,2024-05-20,21,2024-05,South,Precision Bearings,Steel 4140,OP-017,MCH-08,Day,200,167,163,4,1,3,0.024,0.976,12.5,12.79,2.32,5,3,1,0,8.5,7.46,11.19,34.68,4534.05,12.23,16.79,5652.84,0.1979
ORD-00597,2024-05-20,21,2024-05,Central,Hydraulic Valves,Titanium Grade 5,OP-013,MCH-11,Day,75,55,54,1,0,1,0.0182,0.9818,18.0,18.7,3.89,3,3,1,0,45.0,10.91,16.37,102.81,3975.4,0.0,8.18,5551.74,0.2839
ORD-03388,2024-05-20,21,2024-05,North,Housing Units,Aluminum 6061,OP-001,MCH-09,Night,75,55,53,2,1,1,0.0364,0.9636,22.0,22.35,1.59,5,4,1,0,12.0,13.04,19.56,56.19,2453.0,18.52,9.78,2978.07,0.1763
ORD-02927,2024-05-20,21,2024-05,North,Shaft Components,Stainless 316,OP-012,MCH-06,Day,200,183,178,5,2,3,0.0273,0.9727,10.0,8.17,-18.3,14,13,1,0,18.5,4.77,7.15,38.61,5566.86,41.77,10.73,6872.58,0.19
ORD-00958,2024-05-20,21,2024-05,Central,Gear Assemblies,Steel 4140,OP-013,MCH-14,Swing,75,60,56,4,1,3,0.0667,0.9333,15.0,13.01,-13.27,14,15,0,0,8.5,7.59,11.38,39.86,1648.2,12.29,17.08,2232.16,0.2616
ORD-04555,2024-05-20,21,2024-05,North,Hydraulic Valves,Stainless 316,OP-007,MCH-12,Swing,100,86,86,0,0,0,0.0,1.0,18.0,18.05,0.28,3,3,1,0,18.5,10.53,15.79,56.72,3854.52,0.0,0.0,4877.92,0.2098
ORD-04486,2024-05-20,21,2024-05,South,Shaft Components,Titanium Grade 5,OP-010,MCH-14,Night,125,105,103,2,1,1,0.019,0.981,10.0,10.99,9.9,7,5,1,0,45.0,6.41,9.62,88.27,6408.15,48.2,4.81,9091.81,0.2952
ORD-00901,2024-05-21,21,2024-05,South,Shaft Components,Titanium Grade 5,OP-005,MCH-01,Night,100,72,71,1,0,1,0.0139,0.9861,10.0,11.32,13.2,3,2,1,2,45.0,6.6,9.9,87.62,4428.0,0.0,4.95,6221.02,0.2882
ORD-01415,2024-05-21,21,2024-05,North,Housing Units,Steel 4140,OP-016,MCH-03,Night,100,77,73,4,1,3,0.0519,0.9481,22.0,24.13,9.68,3,2,1,61,8.5,14.08,21.12,61.64,3364.9,15.54,31.68,4499.72,0.2522
ORD-03658,2024-05-21,21,2024-05,South,Precision Bearings,Steel 4140,OP-006,MCH-09,Swing,150,125,116,9,4,5,0.072,0.928,12.5,8.38,-32.96,5,4,1,0,8.5,4.89,7.33,30.0,2590.0,43.78,18.34,3480.0,0.2557
ORD-04442,2024-05-21,21,2024-05,North,Precision Bearings,Stainless 316,OP-019,MCH-06,Night,200,167,163,4,1,3,0.024,0.976,12.5,11.17,-10.64,14,11,1,3,18.5,6.52,9.78,46.07,5811.6,21.76,14.67,7509.41,0.2261
ORD-00599,2024-05-21,21,2024-05,Central,Housing Units,Titanium Grade 5,OP-009,MCH-12,Swing,75,63,60,3,0,3,0.0476,0.9524,22.0,22.19,0.86,3,2,1,0,45.0,12.94,19.41,103.32,4873.05,0.0,29.12,6199.2,0.2139
ORD-02672,2024-05-21,21,2024-05,Central,Shaft Components,Aluminum 6061,OP-004,MCH-04,Night,150,107,105,2,0,2,0.0187,0.9813,10.0,9.84,-1.6,5,4,1,20,12.0,5.74,8.61,38.53,2819.45,0.0,8.61,4045.65,0.3031
ORD-03627,2024-05-21,21,2024-05,South,Hydraulic Valves,Bronze C932,OP-012,MCH-12,Day,100,81,74,7,3,4,0.0864,0.9136,18.0,17.55,-2.5,7,8,0,0,22.0,10.24,15.36,61.96,3855.6,81.36,30.72,4585.04,0.1591
ORD-01074,2024-05-21,21,2024-05,Central,Precision Bearings,Aluminum 6061,OP-014,MCH-13,Day,150,148,142,6,2,4,0.0405,0.9595,12.5,12.13,-2.96,3,2,1,4,12.0,7.08,10.62,37.6,4395.6,31.08,21.24,5339.2,0.1767
ORD-04340,2024-05-21,21,2024-05,South,Precision Bearings,Stainless 316,OP-013,MCH-15,Night,200,147,140,7,2,5,0.0476,0.9524,12.5,12.27,-1.84,3,2,1,15,18.5,7.16,10.74,47.5,5350.8,44.16,26.85,6650.0,0.1954
ORD-03991,2024-05-21,21,2024-05,North,Shaft Components,Titanium Grade 5,OP-013,MCH-05,Night,75,63,61,2,0,2,0.0317,0.9683,10.0,9.96,-0.4,14,16,0,0,45.0,5.81,8.71,80.39,3749.76,0.0,8.71,4903.79,0.2353
ORD-03326,2024-05-21,21,2024-05,Central,Gear Assemblies,Titanium Grade 5,OP-013,MCH-15,Swing,150,112,107,5,2,3,0.0446,0.9554,15.0,15.78,5.2,10,10,1,16,45.0,9.21,13.82,91.64,7619.36,99.21,20.72,9805.48,0.2229
ORD-02614,2024-05-21,21,2024-05,South,Precision Bearings,Stainless 316,OP-001,MCH-08,Day,100,93,90,3,0,3,0.0323,0.9677,12.5,13.0,4.0,5,4,1,0,18.5,7.58,11.37,51.04,3482.85,0.0,17.05,4593.6,0.2418
ORD-01002,2024-05-22,21,2024-05,North,Hydraulic Valves,Stainless 316,OP-002,MCH-11,Night,200,155,152,3,1,2,0.0194,0.9806,18.0,19.67,9.28,3,2,1,0,18.5,11.47,17.21,61.86,7312.9,24.23,17.21,9402.72,0.2223
ORD-00485,2024-05-22,21,2024-05,South,Shaft Components,Bronze C932,OP-020,MCH-14,Night,50,45,45,0,0,0,0.0,1.0,10.0,9.18,-8.2,5,5,1,0,22.0,5.35,8.02,49.01,1591.65,0.0,0.0,2205.45,0.2783
ORD-04211,2024-05-22,21,2024-05,North,Shaft Components,Steel 4140,OP-010,MCH-04,Swing,100,88,85,3,1,2,0.0341,0.9659,10.0,10.66,6.6,3,3,1,0,8.5,6.22,9.33,31.79,2116.4,11.61,9.33,2702.15,0.2168
ORD-03969,2024-05-22,21,2024-05,Central,Hydraulic Valves,Bronze C932,OP-011,MCH-04,Day,200,185,178,7,3,4,0.0378,0.9622,18.0,18.38,2.11,14,17,0,0,22.0,10.72,16.08,61.64,9028.0,82.08,32.16,10971.92,0.1772
ORD-01459,2024-05-22,21,2024-05,Central,Precision Bearings,Aluminum 6061,OP-006,MCH-11,Day,100,80,77,3,1,2,0.0375,0.9625,12.5,12.52,0.16,7,8,0,8,12.0,7.3,10.95,43.65,2420.0,15.65,10.95,3361.05,0.28
ORD-01220,2024-05-22,21,2024-05,North,Hydraulic Valves,Steel 4140,OP-006,MCH-05,Swing,100,83,79,4,1,3,0.0482,0.9518,18.0,15.49,-13.94,10,8,1,0,8.5,9.04,13.56,46.53,2581.3,13.02,20.34,3675.87,0.2978
ORD-04428,2024-05-23,21,2024-05,South,Housing Units,Steel 4140,OP-020,MCH-11,Swing,100,74,72,2,1,1,0.027,0.973,22.0,19.15,-12.95,14,14,1,12,8.5,11.17,16.75,50.19,2695.08,14.09,8.38,3613.68,0.2542
ORD-00784,2024-05-23,21,2024-05,North,Shaft Components,Bronze C932,OP-011,MCH-11,Night,75,56,55,1,0,1,0.0179,0.9821,10.0,10.24,2.4,10,11,0,0,22.0,5.97,8.96,46.64,2068.08,0.0,4.48,2565.2,0.1938
ORD-01575,2024-05-23,21,2024-05,Central,Gear Assemblies,Titanium Grade 5,OP-004,MCH-08,Swing,75,68,64,4,1,3,0.0588,0.9412,15.0,16.75,11.67,7,5,1,0,45.0,9.77,14.65,105.6,4720.56,49.88,21.98,6758.4,0.3015
ORD-02623,2024-05-23,21,2024-05,South,Shaft Components,Steel 4140,OP-006,MCH-04,Day,50,44,43,1,0,1,0.0227,0.9773,10.0,9.33,-6.7,14,15,0,0,8.5,5.44,8.16,28.58,972.4,0.0,4.08,1228.94,0.2087
ORD-01303,2024-05-23,21,2024-05,North,Shaft Components,Aluminum 6061,OP-005,MCH-14,Night,50,47,46,1,0,1,0.0213,0.9787,10.0,11.33,13.3,3,2,1,0,12.0,6.61,9.92,41.25,1340.91,0.0,4.96,1897.5,0.2933
ORD-04836,2024-05-23,21,2024-05,Central,Gear Assemblies,Steel 4140,OP-008,MCH-15,Day,150,136,130,6,3,3,0.0441,0.9559,15.0,14.68,-2.13,5,6,0,0,8.5,8.56,12.84,41.75,4066.4,38.34,19.26,5427.5,0.2508
ORD-00932,2024-05-23,21,2024-05,North,Housing Units,Stainless 316,OP-002,MCH-05,Night,100,75,74,1,0,1,0.0133,0.9867,22.0,22.19,0.86,10,10,1,0,18.5,12.94,19.41,77.96,3813.75,0.0,9.71,5769.04,0.3389
ORD-04553,2024-05-23,21,2024-05,North,Housing Units,Aluminum 6061,OP-004,MCH-02,Night,100,78,74,4,1,3,0.0513,0.9487,22.0,19.72,-10.36,14,14,1,10,12.0,11.5,17.25,52.46,3178.5,17.75,25.88,3882.04,0.1812
ORD-00334,2024-05-23,21,2024-05,Central,Precision Bearings,Bronze C932,OP-006,MCH-10,Swing,50,46,44,2,1,1,0.0435,0.9565,12.5,15.21,21.68,3,3,1,0,22.0,8.87,13.3,55.45,2031.82,26.43,6.65,2439.8,0.1672
ORD-04501,2024-05-23,21,2024-05,North,Shaft Components,Titanium Grade 5,OP-010,MCH-04,Swing,75,68,66,2,0,2,0.0294,0.9706,10.0,9.96,-0.4,3,3,1,0,45.0,5.81,8.71,87.05,4047.36,0.0,8.71,5745.3,0.2955
ORD-00443,2024-05-23,21,2024-05,South,Hydraulic Valves,Steel 4140,OP-003,MCH-13,Night,75,56,54,2,1,1,0.0357,0.9643,18.0,17.14,-4.78,10,10,1,49,8.5,10.0,15.0,42.35,1876.0,13.5,7.5,2286.9,0.1797
ORD-03228,2024-05-23,21,2024-05,South,Gear Assemblies,Aluminum 6061,OP-015,MCH-09,Day,125,87,82,5,1,4,0.0575,0.9425,15.0,15.91,6.07,14,18,0,0,12.0,9.28,13.92,45.75,3062.4,16.64,27.84,3751.5,0.1837
ORD-04433,2024-05-24,21,2024-05,Central,Hydraulic Valves,Titanium Grade 5,OP-017,MCH-01,Swing,75,59,56,3,1,2,0.0508,0.9492,18.0,20.82,15.67,7,7,1,0,45.0,12.15,18.23,107.22,4447.42,51.08,18.23,6004.32,0.2593
ORD-03856,2024-05-24,21,2024-05,Central,Hydraulic Valves,Bronze C932,OP-007,MCH-11,Day,50,47,46,1,0,1,0.0213,0.9787,18.0,22.36,24.22,10,10,1,0,22.0,13.04,19.56,74.07,2566.2,0.0,9.78,3407.22,0.2468
ORD-01403,2024-05-24,21,2024-05,South,Precision Bearings,Steel 4140,OP-012,MCH-10,Day,125,103,98,5,1,4,0.0485,0.9515,12.5,14.76,18.08,14,14,1,0,8.5,8.61,12.91,42.7,3092.06,12.8,25.83,4184.6,0.2611
ORD-00196,2024-05-24,21,2024-05,South,Gear Assemblies,Bronze C932,OP-003,MCH-04,Day,150,119,115,4,1,3,0.0336,0.9664,15.0,13.19,-12.07,14,9,1,0,22.0,7.69,11.54,59.2,4906.37,25.84,17.3,6808.0,0.2793
ORD-01340,2024-05-24,21,2024-05,North,Precision Bearings,Aluminum 6061,OP-005,MCH-01,Day,75,63,61,2,1,1,0.0317,0.9683,12.5,12.11,-3.12,3,3,1,53,12.0,7.06,10.59,42.16,1867.95,15.53,5.29,2571.76,0.2737
ORD-01948,2024-05-24,21,2024-05,Central,Gear Assemblies,Bronze C932,OP-020,MCH-09,Swing,100,88,85,3,1,2,0.0341,0.9659,15.0,11.69,-22.07,14,10,1,0,22.0,6.82,10.23,50.48,3436.4,25.41,10.23,4290.8,0.1991
ORD-04214,2024-05-24,21,2024-05,South,Hydraulic Valves,Steel 4140,OP-007,MCH-04,Day,125,112,105,7,2,5,0.0625,0.9375,18.0,17.46,-3.0,7,6,1,0,8.5,10.19,15.29,46.28,3805.76,27.19,38.21,4859.4,0.2168
ORD-04048,2024-05-24,21,2024-05,South,Precision Bearings,Titanium Grade 5,OP-006,MCH-14,Night,75,61,57,4,1,3,0.0656,0.9344,12.5,13.49,7.92,3,3,1,0,45.0,7.87,11.8,83.74,3944.87,48.94,17.71,4773.18,0.1735
ORD-02034,2024-05-24,21,2024-05,North,Hydraulic Valves,Titanium Grade 5,OP-019,MCH-10,Day,150,115,108,7,4,3,0.0609,0.9391,18.0,17.75,-1.39,14,15,0,0,45.0,10.35,15.52,104.24,8150.05,200.7,23.29,11257.92,0.2761
ORD-04574,2024-05-24,21,2024-05,North,Precision Bearings,Bronze C932,OP-010,MCH-09,Night,50,38,37,1,0,1,0.0263,0.9737,12.5,13.28,6.24,5,5,1,0,22.0,7.75,11.62,54.69,1572.06,0.0,5.81,2023.53,0.2231
ORD-00656,2024-05-24,21,2024-05,South,Shaft Components,Steel 4140,OP-012,MCH-09,Day,50,50,49,1,0,1,0.02,0.98,10.0,8.94,-10.6,10,10,1,0,8.5,5.21,7.81,33.06,1076.0,0.0,3.91,1619.94,0.3358
ORD-02241,2024-05-24,21,2024-05,Central,Precision Bearings,Bronze C932,OP-011,MCH-11,Swing,100,93,89,4,1,3,0.043,0.957,12.5,13.43,7.44,3,3,1,0,22.0,7.83,11.75,55.61,3866.94,25.91,17.62,4949.29,0.2187
ORD-03737,2024-05-25,21,2024-05,South,Precision Bearings,Titanium Grade 5,OP-016,MCH-09,Swing,75,68,66,2,0,2,0.0294,0.9706,12.5,10.87,-13.04,10,9,1,0,45.0,6.34,9.51,81.75,4137.8,0.0,9.51,5395.5,0.2331
ORD-04110,2024-05-25,21,2024-05,Central,Hydraulic Valves,Titanium Grade 5,OP-001,MCH-07,Swing,125,93,90,3,0,3,0.0323,0.9677,18.0,18.59,3.28,7,6,1,0,45.0,10.84,16.26,98.04,6705.3,0.0,24.39,8823.6,0.2401
ORD-00454,2024-05-25,21,2024-05,North,Shaft Components,Stainless 316,OP-006,MCH-08,Day,125,99,96,3,1,2,0.0303,0.9697,10.0,11.77,17.7,5,5,1,0,18.5,6.87,10.3,46.49,3531.33,21.93,10.3,4463.04,0.2088
ORD-03728,2024-05-25,21,2024-05,South,Housing Units,Titanium Grade 5,OP-014,MCH-12,Swing,200,142,134,8,3,5,0.0563,0.9437,22.0,22.28,1.27,5,5,1,0,45.0,13.0,19.5,101.73,11005.0,154.5,48.75,13631.82,0.1927
ORD-00079,2024-05-25,21,2024-05,South,Precision Bearings,Titanium Grade 5,OP-012,MCH-15,Night,125,82,77,5,2,3,0.061,0.939,12.5,13.5,8.0,5,4,1,0,45.0,7.88,11.82,95.98,5305.4,97.88,17.73,7390.46,0.2821
ORD-04090,2024-05-25,21,2024-05,North,Shaft Components,Steel 4140,OP-019,MCH-11,Day,75,72,70,2,0,2,0.0278,0.9722,10.0,7.82,-21.8,7,10,0,8,8.5,4.56,6.84,26.43,1432.8,0.0,6.84,1850.1,0.2256
ORD-01079,2024-05-25,21,2024-05,North,Hydraulic Valves,Stainless 316,OP-008,MCH-13,Night,100,73,71,2,0,2,0.0274,0.9726,18.0,18.35,1.94,7,6,1,0,18.5,10.7,16.05,62.66,3303.25,0.0,16.05,4448.86,0.2575
ORD-03003,2024-05-25,21,2024-05,North,Hydraulic Valves,Titanium Grade 5,OP-019,MCH-12,Night,75,52,50,2,0,2,0.0385,0.9615,18.0,20.89,16.06,3,1,1,7,45.0,12.19,18.29,95.06,3924.96,0.0,18.29,4753.0,0.1742
ORD-03152,2024-05-25,21,2024-05,South,Shaft Components,Aluminum 6061,OP-006,MCH-08,Swing,75,65,64,1,0,1,0.0154,0.9846,10.0,10.99,9.9,14,12,1,0,12.0,6.41,9.62,36.25,1821.95,0.0,4.81,2320.0,0.2147
ORD-02182,2024-05-25,21,2024-05,South,Housing Units,Steel 4140,OP-012,MCH-12,Swing,50,39,38,1,0,1,0.0256,0.9744,22.0,22.32,1.45,14,16,0,0,8.5,13.02,19.53,55.58,1600.95,0.0,9.77,2112.04,0.242
ORD-03028,2024-05-25,21,2024-05,South,Gear Assemblies,Stainless 316,OP-007,MCH-02,Night,50,33,33,0,0,0,0.0,1.0,15.0,13.18,-12.13,3,2,1,0,18.5,7.69,11.54,48.63,1245.09,0.0,0.0,1604.79,0.2241
ORD-00766,2024-05-25,21,2024-05,Central,Gear Assemblies,Aluminum 6061,OP-009,MCH-03,Day,100,91,86,5,1,4,0.0549,0.9451,15.0,15.22,1.47,14,14,1,0,12.0,8.88,13.32,48.48,3112.2,16.44,26.64,4169.28,0.2535
ORD-03870,2024-05-25,21,2024-05,South,Precision Bearings,Steel 4140,OP-011,MCH-11,Day,125,122,116,6,2,4,0.0492,0.9508,12.5,12.5,0.0,3,3,1,0,8.5,7.29,10.94,38.73,3261.06,24.29,21.87,4492.68,0.2741
ORD-04165,2024-05-25,21,2024-05,South,Shaft Components,Stainless 316,OP-008,MCH-03,Day,150,134,128,6,3,3,0.0448,0.9552,10.0,10.83,8.3,3,2,1,0,18.5,6.32,9.48,45.48,4596.2,64.98,14.22,5821.44,0.2105
ORD-04101,2024-05-25,21,2024-05,South,Shaft Components,Stainless 316,OP-019,MCH-04,Night,125,112,108,4,2,2,0.0357,0.9643,10.0,9.26,-7.4,5,6,0,0,18.5,5.4,8.1,48.72,3584.0,42.4,8.1,5261.76,0.3189
ORD-01583,2024-05-26,21,2024-05,Central,Precision Bearings,Steel 4140,OP-015,MCH-03,Day,75,57,56,1,0,1,0.0175,0.9825,12.5,12.74,1.92,7,6,1,0,8.5,7.43,11.14,34.11,1542.99,0.0,5.57,1910.16,0.1922
ORD-02816,2024-05-26,21,2024-05,North,Gear Assemblies,Steel 4140,OP-019,MCH-11,Swing,200,151,144,7,3,4,0.0464,0.9536,15.0,13.88,-7.47,5,3,1,12,8.5,8.1,12.15,38.07,4341.25,37.65,24.3,5482.08,0.2081
ORD-01235,2024-05-26,21,2024-05,South,Hydraulic Valves,Titanium Grade 5,OP-016,MCH-14,Swing,200,152,148,4,2,2,0.0263,0.9737,18.0,18.76,4.22,14,15,0,0,45.0,10.94,16.41,93.77,10997.2,100.94,16.41,13877.96,0.2076
ORD-00673,2024-05-26,21,2024-05,South,Shaft Components,Aluminum 6061,OP-008,MCH-06,Day,200,171,165,6,1,5,0.0351,0.9649,10.0,9.42,-5.8,5,3,1,0,12.0,5.5,8.25,35.34,4403.25,14.75,20.62,5831.1,0.2449
ORD-02442,2024-05-26,21,2024-05,Central,Shaft Components,Aluminum 6061,OP-005,MCH-15,Swing,200,159,154,5,1,4,0.0314,0.9686,10.0,8.63,-13.7,14,14,1,0,12.0,5.03,7.54,31.12,3906.63,14.52,15.09,4792.48,0.1848
ORD-01214,2024-05-26,21,2024-05,Central,Precision Bearings,Titanium Grade 5,OP-017,MCH-12,Day,100,88,87,1,0,1,0.0114,0.9886,12.5,11.45,-8.4,3,3,1,0,45.0,6.68,10.02,94.68,5429.6,0.0,5.01,8237.16,0.3408
ORD-01200,2024-05-26,21,2024-05,Central,Shaft Components,Titanium Grade 5,OP-006,MCH-07,Night,200,160,156,4,2,2,0.025,0.975,10.0,8.88,-11.2,10,11,0,0,45.0,5.18,7.77,84.69,9272.0,95.18,7.77,13211.64,0.2982
ORD-04783,2024-05-27,22,2024-05,North,Gear Assemblies,Steel 4140,OP-016,MCH-03,Night,200,163,157,6,3,3,0.0368,0.9632,15.0,13.82,-7.87,14,17,0,0,8.5,8.06,12.09,36.16,4669.95,37.59,18.13,5677.12,0.1774
ORD-01607,2024-05-27,22,2024-05,North,Hydraulic Valves,Bronze C932,OP-017,MCH-06,Day,50,42,41,1,0,1,0.0238,0.9762,18.0,17.24,-4.22,5,4,1,0,22.0,10.06,15.09,60.72,1980.3,0.0,7.54,2489.52,0.2045
ORD-00024,2024-05-27,22,2024-05,South,Housing Units,Stainless 316,OP-007,MCH-03,Night,100,78,76,2,1,1,0.0256,0.9744,22.0,21.07,-4.23,14,11,1,0,18.5,12.29,18.43,70.4,3839.16,24.64,9.22,5350.4,0.2825
ORD-03711,2024-05-27,22,2024-05,South,Gear Assemblies,Aluminum 6061,OP-005,MCH-11,Night,200,149,142,7,3,4,0.047,0.953,15.0,13.77,-8.2,14,13,1,0,12.0,8.03,12.04,44.05,4778.43,48.05,24.09,6255.1,0.2361
ORD-04374,2024-05-27,22,2024-05,South,Precision Bearings,Titanium Grade 5,OP-002,MCH-14,Night,200,175,170,5,2,3,0.0286,0.9714,12.5,11.57,-7.44,7,9,0,0,45.0,6.75,10.12,86.34,10827.25,96.75,15.19,14677.8,0.2623
ORD-01802,2024-05-27,22,2024-05,North,Gear Assemblies,Aluminum 6061,OP-004,MCH-04,Day,150,136,130,6,1,5,0.0441,0.9559,15.0,13.85,-7.67,5,5,1,0,12.0,8.08,12.12,40.47,4379.2,16.04,30.3,5261.1,0.1676
ORD-02680,2024-05-28,22,2024-05,South,Housing Units,Steel 4140,OP-003,MCH-01,Swing,150,119,115,4,1,3,0.0336,0.9664,22.0,21.82,-0.82,5,5,1,6,8.5,12.73,19.09,53.39,4798.08,14.87,28.64,6139.85,0.2185
ORD-01943,2024-05-28,22,2024-05,South,Housing Units,Stainless 316,OP-020,MCH-08,Day,200,170,163,7,3,4,0.0412,0.9588,22.0,25.78,17.18,14,12,1,0,18.5,15.04,22.56,76.14,9537.0,78.06,45.12,12410.82,0.2316
ORD-00067,2024-05-28,22,2024-05,South,Shaft Components,Titanium Grade 5,OP-006,MCH-12,Day,50,44,43,1,0,1,0.0227,0.9773,10.0,10.13,1.3,10,10,1,0,45.0,5.91,8.87,83.3,2630.32,0.0,4.43,3581.9,0.2657
ORD-01715,2024-05-28,22,2024-05,North,Gear Assemblies,Bronze C932,OP-006,MCH-08,Day,100,92,88,4,1,3,0.0435,0.9565,15.0,13.94,-7.07,14,17,0,0,22.0,8.13,12.2,54.86,3894.36,26.07,18.29,4827.68,0.1933
ORD-00743,2024-05-28,22,2024-05,North,Precision Bearings,Titanium Grade 5,OP-002,MCH-02,Night,100,83,79,4,1,3,0.0482,0.9518,12.5,12.29,-1.68,7,6,1,0,45.0,7.17,10.75,94.89,5222.36,48.59,16.13,7496.31,0.3033
ORD-03670,2024-05-28,22,2024-05,South,Gear Assemblies,Stainless 316,OP-002,MCH-11,Day,125,100,90,10,4,6,0.1,0.9,15.0,14.08,-6.13,14,14,1,24,18.5,8.21,12.32,50.73,3903.0,90.42,36.95,4565.7,0.1451
ORD-04121,2024-05-28,22,2024-05,South,Shaft Components,Titanium Grade 5,OP-002,MCH-01,Night,50,41,40,1,0,1,0.0244,0.9756,10.0,11.82,18.2,10,10,1,15,45.0,6.9,10.35,94.44,2552.25,0.0,5.18,3777.6,0.3244
ORD-01635,2024-05-28,22,2024-05,South,Hydraulic Valves,Steel 4140,OP-013,MCH-06,Swing,200,157,150,7,2,5,0.0446,0.9554,18.0,17.44,-3.11,7,8,0,0,8.5,10.17,15.25,50.92,5325.44,27.17,38.14,7638.0,0.3028
ORD-04702,2024-05-28,22,2024-05,North,Gear Assemblies,Bronze C932,OP-007,MCH-11,Night,125,99,94,5,2,3,0.0505,0.9495,15.0,15.87,5.8,5,4,1,0,22.0,9.26,13.89,56.67,4469.85,53.26,20.84,5326.98,0.1609
ORD-03718,2024-05-28,22,2024-05,South,Housing Units,Steel 4140,OP-018,MCH-01,Night,100,75,72,3,1,2,0.04,0.96,22.0,18.91,-14.05,10,10,1,0,8.5,11.03,16.54,53.53,2705.25,14.02,16.54,3854.16,0.2981
ORD-03398,2024-05-28,22,2024-05,Central,Shaft Components,Bronze C932,OP-003,MCH-03,Swing,125,97,94,3,1,2,0.0309,0.9691,10.0,9.87,-1.3,5,5,1,0,22.0,5.76,8.64,51.01,3530.8,24.88,8.64,4794.94,0.2636
ORD-04327,2024-05-28,22,2024-05,South,Housing Units,Aluminum 6061,OP-019,MCH-06,Night,200,153,147,6,3,3,0.0392,0.9608,22.0,23.06,4.82,3,2,1,11,12.0,13.45,20.17,61.93,6979.86,56.17,30.26,9103.71,0.2333
